stream,interests,tenth_pct,twelfth_pct,grad_pct,target_career
Arts,AI,63.18489747223949,62.00989790175919,68.94338123980208,Software Developer
Arts,"Coding,Finance",94.15656718836996,95.73716968056215,97.84056252636081,Software Developer
Engineering,"Healthcare,Finance",69.87582361,71.50750385844204,,Software Developer
Arts,"AI,Finance",68.90378995963496,,,Software Developer
Arts,Business,59.687477776184316,,70.66836669370271,Software Developer
Science,Coding,59.82154380629214,58.73985100295664,68.51911210140041,Software Developer
Science,"Business,AI",72.06063888736821,,77.89253742487087,Software Developer
Arts,Data,90.34542089889376,90.67948411264432,,Software Developer
Commerce,"Data,Business",73.16974142677722,70.76198118962714,,Software Developer
Science,"Design,Data",79.49805242830314,,67.40185783515335,Software Developer
Engineering,"Coding,Design",82.76436541294842,79.46035745782083,,Backend Developer
Commerce,"AI,Marketing",79.52355276621364,71.16997443769537,,Software Developer
Arts,"Healthcare,Design",78.1408522,75.12309543566256,,Software Developer
Commerce,Finance,76.06630936,,,Finance Analyst
Science,"Design,Healthcare",73.91687901769143,72.14280003933517,74.11264030905905,Software Developer
Commerce,"Data,AI",68.53483741975231,,,Software Developer
Arts,"Healthcare,Marketing",87.18912731854131,91.72994931590844,,Software Developer
Commerce,"Law,Data",85.4963718,,91.91765565333188,Software Developer
Commerce,"Finance,Finance",76.88696490253345,,,Finance Analyst
Science,Business,56.26184212091835,59.719208294228025,,Software Developer
Science,Healthcare,80.73682571593558,89.19708202081452,91.81469701984454,Doctor
Engineering,"Law,Data",89.62647000268514,95.13441108106086,,Software Developer
Arts,"Data,Coding",83.08907124863508,80.76368208178549,71.36231095315688,Software Developer
Arts,"Design,Finance",97.44327275772274,,,UI/UX Designer
Science,Healthcare,81.16140899716324,81.69657444211765,80.86567516245009,Doctor
Engineering,"Healthcare,Business",79.42722698445061,,89.36437960905053,Software Developer
Science,Healthcare,85.51031906978601,,,Doctor
Engineering,Finance,87.63364174163661,86.67239731,,Software Developer
Arts,Design,83.00740226695491,76.65769002395076,,UI/UX Designer
Science,"Finance,Design",64.83021033625066,67.91583404653377,77.21422880649352,Software Developer
Arts,"Healthcare,Marketing",88.48329653524505,87.10152821971631,82.16289348738688,Software Developer
Commerce,Finance,82.81728463063158,84.46854919566518,,Finance Analyst
Science,Law,65.07977363353393,,58.16323642274051,Software Developer
Engineering,Design,89.46515888298171,,89.53414161734057,Software Developer
Commerce,"Data,Coding",93.11945283434314,89.57396212400832,,Software Developer
Arts,"Design,Marketing",96.90674202984077,88.70848524484602,,UI/UX Designer
Science,Marketing,69.08135043998632,66.53466384603897,60.27633298479964,Software Developer
Science,"Business,Marketing",86.09713162938726,,73.01963016548486,Software Developer
Science,AI,73.48835365371754,,65.59628770672366,AI Researcher
Arts,Design,83.13782383768034,86.09627164560516,84.68761472543059,UI/UX Designer
Arts,AI,78.34124714121215,,,Software Developer
Arts,Data,89.92652047245855,84.78958768513375,,Software Developer
Engineering,"Healthcare,Finance",87.93322834144146,90.17023632564275,91.02580107356162,Software Developer
Arts,Marketing,95.53543829917602,,91.23446961491597,Content Strategist
Arts,"Coding,AI",74.45767130502072,,,Software Developer
Science,Design,85.86283579868442,89.43779003948185,,Software Developer
Commerce,"Coding,Law",57.545894037446466,,,Software Developer
Arts,"Design,Data",83.20315201329423,,,UI/UX Designer
Engineering,"Design,Design",72.13849791477949,71.64771627709497,59.42710612152243,Software Developer
Engineering,"Healthcare,Finance",94.49207858465309,,,Software Developer
Arts,AI,79.11185355797713,78.48955384571748,,Software Developer
Science,Law,94.92351860715362,,,Software Developer
Arts,"Data,Coding",73.02274763,70.93241543011902,,Software Developer
Arts,"Coding,Data",73.9534838,73.09356977251782,67.51388767996518,Software Developer
Science,Design,84.17856463310787,76.87186971163449,,Software Developer
Science,"Marketing,AI",62.60063250523511,,,Software Developer
Science,"Data,Healthcare",73.29174474,78.01391928849426,64.01572037,Data Scientist
Commerce,Healthcare,65.31633924496171,68.22981675,,Software Developer
Commerce,Data,74.54817832143543,,68.60467380645183,Software Developer
Arts,AI,89.02630600787977,96.95106380803621,101.90377308936098,Software Developer
Commerce,"Coding,Healthcare",62.60636115471675,59.249061713090555,68.37685789775064,Software Developer
Arts,"Coding,Coding",85.82960370867575,,,Software Developer
Engineering,Law,67.14408609,63.19184791,67.4341702,Software Developer
Commerce,Law,92.90279379055565,,,Software Developer
Science,"Data,AI",82.52381206737158,72.85359669134148,,Data Scientist
Arts,AI,89.54644876971703,98.85134734002698,95.19978184997517,Software Developer
Arts,"Marketing,Law",83.65871866639336,84.49336622,,Content Strategist
Commerce,"Coding,Healthcare",92.52424187138067,89.70493477331138,,Software Developer
Arts,Coding,79.52997257488695,77.23712351597648,78.96164625531947,Software Developer
Engineering,Healthcare,79.15547699580235,80.24833561,69.60340723284524,Software Developer
Science,Coding,83.11943262564711,85.06741273853584,74.43518412726709,Software Developer
Engineering,Healthcare,81.90573426710573,74.61318258838729,,Software Developer
Arts,"Coding,Data",73.77974671229173,,,Software Developer
Arts,Business,81.49082068393963,81.5483157,77.60029031574105,Software Developer
Commerce,"AI,Healthcare",63.795837273185285,70.34809724,,Software Developer
Commerce,"Law,Business",77.84617383831632,80.60814869224836,,Software Developer
Science,"Marketing,Business",82.97857633092514,88.6950657,77.08406992682714,Software Developer
Science,"Design,Coding",80.83472003,85.90236508546083,,Software Developer
Science,Law,61.05371529035315,57.69439417976727,66.17709229088109,Software Developer
Arts,AI,64.65220792,57.28793818,,Software Developer
Engineering,"Finance,Coding",63.59634327,64.91683651166575,,Software Developer
Science,"Business,Finance",74.76052102366485,74.42923298556782,76.11689918726042,Software Developer
Arts,"Coding,Finance",66.45371892818977,60.032076281489516,,Software Developer
Engineering,Law,74.51906296,,,Software Developer
Arts,Marketing,82.48123390610273,83.63902217048948,,Content Strategist
Arts,Design,76.50633787,69.16833327139204,77.30802537123816,UI/UX Designer
Commerce,"Business,AI",83.53994287640212,83.12276629,77.10794443783382,Business Analyst
Science,"Marketing,Data",80.51630071660746,83.13335014159073,,Software Developer
Engineering,AI,66.48293713626396,,68.31416989610999,ML Engineer
Arts,"Finance,Marketing",88.37343704414832,85.69779208982794,,Software Developer
Arts,"Law,Marketing",65.06150636613916,,,Lawyer
Engineering,"Healthcare,Coding",84.33756032823645,,78.75957605518559,Software Developer
Engineering,AI,66.37425052233266,,64.88394087514352,ML Engineer
Arts,"Finance,AI",82.31530204993717,82.31367131013539,,Software Developer
Commerce,"Law,Finance",66.51741747438572,66.44155531997696,65.76076791455075,Software Developer
Science,Finance,87.20194866,95.36579956636304,,Software Developer
Commerce,Design,71.43955594,77.35447750781475,69.70367275234385,Software Developer
Arts,"Data,Finance",63.972671923458364,,,Software Developer
Science,"Business,Healthcare",79.59521655,83.26722204616833,,Software Developer
Commerce,Marketing,74.37883145264489,67.83408181181444,,Software Developer
Science,"Data,AI",57.68791588741334,60.46130374164498,,Data Scientist
Arts,"Law,Finance",85.08849820793522,,,Lawyer
Commerce,"Data,Finance",65.36254213503561,60.80560671842765,64.08895174984698,Software Developer
Engineering,AI,70.99286626,69.04686393585101,80.43870321016341,ML Engineer
Commerce,"Design,Business",74.98614835291656,,,Software Developer
Engineering,Healthcare,80.68262130642819,77.74284658,74.29095327308735,Software Developer
Engineering,"Healthcare,Business",63.84863724,69.87264275,,Software Developer
Engineering,Law,63.46684612642662,71.72537851116563,,Software Developer
Science,"Business,Coding",96.72582381781082,,,Software Developer
Science,Design,85.75760021,88.70442424631868,95.43654710521707,Software Developer
Arts,Law,83.23997014605627,,76.82588619,Lawyer
Science,"Marketing,Healthcare",83.40307951073879,79.77787707413697,82.29815175880042,Software Developer
Engineering,"Coding,Marketing",89.17215354340267,89.49766599122307,81.96324414061262,Backend Developer
Engineering,"Marketing,AI",61.30853260074816,,65.99658585169144,Software Developer
Commerce,"Data,Healthcare",76.30442565451726,,83.80491056281991,Software Developer
Commerce,Marketing,83.10127221850068,83.94260425328646,76.99354076501119,Software Developer
Arts,"Finance,Marketing",97.16162099,,103.69568017235747,Software Developer
Science,Finance,76.12001255424627,84.30226624997331,73.31869199567402,Software Developer
Commerce,"Design,Business",65.78360428,,,Software Developer
Engineering,"Finance,Marketing",66.62948692,,64.15062292774682,Software Developer
Commerce,Law,70.25911087353289,,63.83570787781023,Software Developer
Science,"Business,Design",70.52029820028942,64.75191904418504,70.28515727698088,Software Developer
Science,Marketing,84.38244897780349,90.65862920321197,78.47958361242407,Software Developer
Science,"Data,AI",80.40748153954269,77.61245215,90.48631517577505,Data Scientist
Arts,"AI,Coding",64.63394072,62.35362132281125,63.652033672189056,Software Developer
Science,"Law,Healthcare",82.11367411,,,Software Developer
Commerce,Coding,72.39361826922259,71.05165167960001,67.31824762746277,Software Developer
Commerce,Marketing,80.10256721871127,87.03216862587584,74.84864399,Software Developer
Commerce,Finance,86.16702764422155,93.34681241182587,,Finance Analyst
Arts,"Marketing,Finance",66.41253569006041,58.84635252,,Content Strategist
Commerce,"Coding,Law",91.46604002053986,92.2035285,,Software Developer
Engineering,"AI,Law",64.81531384,66.26677371,67.40261352456632,ML Engineer
Arts,AI,66.18104157551193,,,Software Developer
Commerce,Business,59.201091422092155,63.30590647712288,69.92772377865457,Business Analyst
Arts,"Data,Marketing",75.25052674524414,80.75083456654227,76.57990843698065,Software Developer
Engineering,Law,74.33533968260558,,76.32577360299518,Software Developer
Commerce,Healthcare,85.03599397757695,,,Software Developer
Engineering,"Healthcare,Law",89.00824173767401,88.46984350581019,100.48472886591976,Software Developer
Science,"Business,Finance",65.54116696888958,,54.52609176622382,Software Developer
Engineering,Finance,77.94965518735648,76.63778666426676,83.06132442915184,Software Developer
Engineering,Design,73.33456715,75.58903610120507,82.46851751929252,Software Developer
Engineering,"Finance,Law",57.99794706811661,58.47310640166171,,Software Developer
Science,"AI,Data",63.034621943573235,62.179768876394704,64.44462130534005,AI Researcher
Engineering,Business,72.15692939,77.32192534365169,71.95374160486159,Software Developer
Science,AI,93.38326856,93.32943940344849,,AI Researcher
Commerce,"AI,Design",74.65880803105314,70.66262782023668,,Software Developer
Arts,Data,61.01787249066514,60.02099834,58.29746605041998,Software Developer
Arts,"AI,Marketing",61.94742080300589,,,Software Developer
Arts,Law,73.61082405644538,69.97084569,76.68857927,Lawyer
Engineering,AI,78.52025482638145,,81.31825116247857,ML Engineer
Arts,AI,67.01549191,63.97929183992396,70.37856424642408,Software Developer
Arts,Design,60.564217803436655,69.43449971673395,,UI/UX Designer
Engineering,"Business,Data",76.03150212856796,,77.49784742,Software Developer
Science,"Data,Data",63.36086772384541,70.63148246580914,63.01550639952144,Data Scientist
Engineering,Coding,66.61331602713715,72.77946502367391,,Backend Developer
Science,Marketing,69.22441634316014,,74.69031269340442,Software Developer
Arts,Marketing,67.31083511433374,61.229474444358694,,Content Strategist
Commerce,Healthcare,76.50038301,81.30511592642571,72.68819171990825,Software Developer
Engineering,Design,61.512857815920796,57.28896347339083,,Software Developer
Commerce,Business,75.59941546639052,69.45768160339921,,Business Analyst
Science,Business,64.56921379,64.70527641169387,66.38196693131547,Software Developer
Arts,"Coding,Marketing",80.54046006476347,,,Software Developer
Commerce,"Data,Data",86.52239618490242,80.80942657108564,,Software Developer
Science,"Business,AI",58.324701970073576,,66.37064981148147,Software Developer
Commerce,"Design,Coding",68.51149327,71.49783711449003,63.01086594161441,Software Developer
Arts,"Law,Coding",84.37845114702817,,,Lawyer
Science,Law,70.31212002186022,77.40615378826274,68.87514550971784,Software Developer
Arts,AI,95.99847081440305,,85.33830076816662,Software Developer
Commerce,"Law,Business",66.50601091222933,65.70586138,54.651492526645896,Software Developer
Arts,"Law,Data",67.03149864673208,65.33197000982261,70.90388133240891,Lawyer
Commerce,"Law,Data",66.29742923,68.12139604164366,,Software Developer
Science,"Law,Coding",91.63598339,89.42911023385246,,Software Developer
Science,"Coding,Business",74.45951793804136,75.48198460259995,64.34861757647712,Software Developer
Arts,Finance,63.29475038870629,,,Software Developer
Engineering,Business,87.36800039549114,87.48490753510217,73.09795525023814,Software Developer
Science,Data,80.84922201497213,74.95124404561545,84.54805883,Data Scientist
Science,"Marketing,Data",66.15223962690364,,66.49407119965088,Software Developer
Arts,"Design,Law",74.05671663483635,72.35028706215049,63.01948345692519,UI/UX Designer
Commerce,"Finance,Design",75.95702327922558,,,Finance Analyst
Commerce,Finance,72.68581201004547,69.29366375720168,82.46695063700265,Finance Analyst
Commerce,"Law,Finance",67.25874657522083,,,Software Developer
Arts,"Business,Finance",98.02191467,91.85050072125478,,Software Developer
Science,Finance,84.46132902438934,85.08914272801593,78.64696155449369,Software Developer
Science,Coding,86.31692572958929,96.93186127,84.38863840804936,Software Developer
Arts,Coding,94.05372666797241,,99.03348252476479,Software Developer
Engineering,"Design,Data",64.36133310136985,64.48798190246184,,Software Developer
Arts,"Coding,Coding",68.41786622505286,75.40468254451534,,Software Developer
Science,Coding,76.11118306962263,,78.07017159690118,Software Developer
Engineering,"Design,Design",69.06465845317405,65.85315135630759,,Software Developer
Science,Law,91.31898901652836,,,Software Developer
Science,"Marketing,Coding",85.29749340456375,,,Software Developer
Science,"Marketing,Data",81.15060185336137,74.39989182465013,84.67002791714643,Software Developer
Science,"Business,Design",63.72660338439429,63.71252652060139,60.97367414663743,Software Developer
Science,AI,56.598979645966644,56.070412904637074,,AI Researcher
Arts,"Design,Marketing",89.86163714989294,85.89816836847493,,UI/UX Designer
Arts,Finance,83.79541381528611,72.84842316593611,79.22097302881522,Software Developer
Arts,Design,80.04151817,,,UI/UX Designer
Engineering,"Business,Business",69.26676602,72.43527526996948,,Software Developer
Commerce,Business,59.577902337310526,60.86406283231659,72.16487899284948,Business Analyst
Commerce,"Law,Finance",89.9879314,94.57471985,,Software Developer
Science,"Marketing,Finance",66.30299859762037,,64.62034433190452,Software Developer
Engineering,"Coding,Marketing",83.31275544,78.57133563,,Backend Developer
Commerce,Design,89.19473855635641,88.30328108868692,102.03040568798043,Software Developer
Science,"Design,Marketing",93.18925062836034,98.92447103757179,87.17902374892876,Software Developer
Commerce,Coding,86.99500903739734,95.45264635436047,98.37838840758565,Software Developer
Commerce,Design,68.68080422424826,71.59803723158898,,Software Developer
Commerce,Coding,68.50801105025654,68.86429835387841,64.98106118489373,Software Developer
Arts,Healthcare,92.48304314118104,,93.11799874,Software Developer
Arts,Business,78.13411052929229,76.32824100505638,81.06974401034921,Software Developer
Arts,Law,67.94078205200229,,,Lawyer
Commerce,"Business,Finance",61.321110955924375,61.21524536811033,68.9005792,Business Analyst
Commerce,Marketing,71.34618704,62.99378000267436,,Software Developer
Engineering,AI,75.18689813105155,65.23828456056918,77.72873922178542,ML Engineer
Science,Business,76.60756858597219,72.77552695191085,74.17580529022881,Software Developer
Science,"AI,AI",76.82117104314075,79.84030714767204,66.92694021676937,AI Researcher
Engineering,Healthcare,82.13930144,80.39136845672685,80.14940367600323,Software Developer
Commerce,"AI,Finance",81.68090360219928,76.49696917,,Software Developer
Science,"AI,Coding",91.73827597617475,,97.71820687,AI Researcher
Engineering,Law,75.31459705765256,,76.00419535986902,Software Developer
Engineering,Data,66.11758095221289,60.79574556658876,,Data Scientist
Engineering,"Coding,Business",66.20910174952797,65.91936223930007,,Backend Developer
Engineering,"Law,Data",79.59623804438979,81.00798126142818,80.75699207829658,Software Developer
Engineering,"Law,Coding",71.05124461400592,67.36519732236513,,Software Developer
Science,"Finance,Business",74.40246910018595,69.11263865575123,75.51284604800603,Software Developer
Commerce,AI,71.44170060425628,66.21497916535776,,Software Developer
Commerce,"Marketing,Data",90.40414624887066,86.64898790549344,96.85378006,Software Developer
Science,Healthcare,92.87193768896113,89.04000284456109,84.05551683978753,Doctor
Commerce,Finance,68.31105390909134,60.89507728072119,68.28580602973537,Finance Analyst
Arts,"Business,Finance",88.09264569988399,,,Software Developer
Engineering,"Business,Business",91.12452871,91.38846895882725,,Software Developer
Arts,Business,99.65826791114027,96.94021384836518,100.93537002601037,Software Developer
Science,Business,63.34624343478901,68.54314335630748,53.29968929057347,Software Developer
Commerce,"Data,Healthcare",63.46109624384715,62.20583433,64.66286177233172,Software Developer
Science,Finance,78.27579467056445,85.85812248696033,74.38838518667411,Software Developer
Commerce,Marketing,82.31701924700903,80.12350238083332,75.06397169048644,Software Developer
Arts,Law,79.74921242,,72.98091411499088,Lawyer
Commerce,Data,71.24881334358018,74.21694557,,Software Developer
Arts,"Healthcare,Coding",62.89494581099227,72.26239450073386,,Software Developer
Engineering,"Healthcare,Marketing",62.741169197436754,60.129662404536155,,Software Developer
Science,AI,74.15007668290501,80.59877895907177,,AI Researcher
Commerce,"Marketing,Data",94.29829405502257,,,Software Developer
Arts,Data,66.29844640216275,63.13917529703987,64.59015484160334,Software Developer
Arts,"Finance,Healthcare",68.57055808068412,,71.27728059550043,Software Developer
Engineering,"Finance,Data",81.90092446,81.95750761365129,,Software Developer
Arts,"Business,Marketing",67.85695604868702,62.21636959266142,,Software Developer
Commerce,"Design,Finance",74.55351968405294,70.35419717816337,,Software Developer
Science,"Law,Law",85.73962848842055,88.23303231915101,84.84553525109172,Software Developer
Engineering,Coding,85.63557709,,,Backend Developer
Commerce,"Law,Marketing",71.41707248227661,,80.05956436621318,Software Developer
Arts,"AI,Data",67.94191278566865,72.36825836609012,,Software Developer
Arts,Healthcare,65.66855877313728,,69.71773728258228,Software Developer
Science,"Design,Business",88.82045617496824,96.74231084100136,97.84253446671657,Software Developer
Engineering,"AI,Law",89.59928869351421,,,ML Engineer
Arts,Healthcare,78.10274516158579,80.00008875257228,81.56097048941393,Software Developer
Engineering,"Data,Marketing",88.53232458171374,,,Data Scientist
Science,"Design,Design",66.54544674549386,64.63655707,,Software Developer
Engineering,"Marketing,Finance",87.36869656598665,87.54688166507981,84.3852526,Software Developer
Science,Business,72.42645039093217,,70.53327718510818,Software Developer
Science,Healthcare,74.75567375947824,,80.04386060323836,Doctor
Commerce,"Healthcare,Design",95.37447936100916,89.56050557327126,98.40536262,Software Developer
Science,AI,87.79402990755126,,,AI Researcher
Arts,"Finance,Healthcare",79.53765287637631,82.66262711676389,,Software Developer
Commerce,Marketing,70.78192970523978,76.19748655110597,,Software Developer
Science,"Marketing,Business",64.99551626384483,66.90534065052529,67.20022342586793,Software Developer
Engineering,"Data,Finance",76.81022432839471,79.53039998495551,,Data Scientist
Arts,Finance,80.36967135456557,77.59370129616576,,Software Developer
Commerce,Data,69.20732268751915,,76.76426789463731,Software Developer
Science,Law,70.95293453942347,,,Software Developer
Science,"Law,Coding",67.56894879915131,62.45887987,,Software Developer
Commerce,Marketing,83.69764351992252,,,Software Developer
Commerce,Finance,66.67947569577554,60.61505131333504,74.63853677326263,Finance Analyst
Arts,Healthcare,90.39573490433854,92.34667507813165,82.65997727574936,Software Developer
Arts,Business,60.03463143938103,66.45792874001158,,Software Developer
Engineering,"Business,AI",83.14463159,81.69512512,,Software Developer
Science,"Finance,Business",72.95484591604564,,,Software Developer
Science,Design,83.32502841527037,77.12183667142745,,Software Developer
Arts,"Coding,Data",97.16116378130572,93.56217040215067,93.40994786,Software Developer
Engineering,"Marketing,AI",63.75081815,54.12895793407648,,Software Developer
Arts,Healthcare,67.90273224602069,58.15562268,56.30000883425799,Software Developer
Science,Healthcare,72.94509190587206,73.46498006543926,,Doctor
Commerce,"Law,Business",90.82979929195325,,,Software Developer
Commerce,"Law,AI",89.28976306308608,99.25097582,95.32321935328815,Software Developer
Commerce,Design,96.96926318,98.68765042004755,,Software Developer
Engineering,Business,84.50132647664522,84.47266983685606,,Software Developer
Arts,Data,75.08182263106454,,66.90420299184777,Software Developer
Science,Finance,87.26946061857298,,,Software Developer
Engineering,"Coding,Data",90.83427971988725,88.67651965448394,,Backend Developer
Arts,Design,87.05612348040178,89.74143427572511,84.52058221310158,UI/UX Designer
Arts,"Healthcare,Data",69.02904212118997,58.90686648,63.96406404859049,Software Developer
Commerce,Finance,76.03032208478191,76.90079205,,Finance Analyst
Science,Finance,78.06247812674468,85.23501097,,Software Developer
Commerce,Finance,82.16666061420175,76.71826791736761,80.86113552128677,Finance Analyst
Engineering,"Design,Business",70.17610762315834,79.39047625917347,72.32115894963337,Software Developer
Science,Data,63.722555004613795,,67.42254109632123,Data Scientist
Arts,Finance,62.57344706313103,63.38300194303031,,Software Developer
Commerce,Coding,64.62830811,66.64011080599893,56.91290137112955,Software Developer
Commerce,"Business,AI",68.61681244652169,64.35529658334461,,Business Analyst
Science,"Law,Law",87.81869336919098,95.33023897671839,93.68591630671956,Software Developer
Arts,"Business,Healthcare",60.34702496904433,59.726033609684066,63.262691382870784,Software Developer
Commerce,"Data,Finance",90.22221872508078,92.88930742422973,90.87889066360577,Software Developer
Commerce,Business,83.78949888,81.48019538,,Business Analyst
Engineering,Finance,77.74270349867778,,84.69269281042958,Software Developer
Commerce,Business,57.68439654180495,55.32124175598288,55.40985670066834,Business Analyst
Engineering,Law,61.40367804042952,,70.38834428,Software Developer
Arts,"Law,Data",69.78055546917201,,68.08215012866893,Lawyer
Engineering,Finance,78.69135323679781,82.84127728320654,73.86080866616061,Software Developer
Commerce,Finance,85.45722146970283,87.38856092541239,,Finance Analyst
Arts,Design,85.92098467733611,93.01351916644595,83.12455895832477,UI/UX Designer
Science,Healthcare,70.04851778,70.87020767,,Doctor
Arts,Data,76.76034834304527,79.75012772766101,,Software Developer
Science,Business,82.82111914002644,83.14903565212009,,Software Developer
Commerce,Data,78.62314310092205,70.93908793220585,,Software Developer
Science,Healthcare,82.21394233627103,73.99631598393587,68.69948598568789,Doctor
Science,AI,68.10593868803574,66.99613946757096,,AI Researcher
Arts,Law,65.32265778936674,,73.72713623464857,Lawyer
Science,Design,92.12926365432604,92.69523029,,Software Developer
Arts,"Business,Law",68.42550283637782,,68.33224932099175,Software Developer
Commerce,Coding,87.53379928858287,,,Software Developer
Arts,"Finance,Data",72.32501088384362,69.54025436756812,61.100620638323925,Software Developer
Commerce,AI,84.43575082150831,76.37804234191465,,Software Developer
Science,Marketing,92.64959231179142,85.05681440415523,93.80953974595727,Software Developer
Commerce,Coding,61.250846322794494,65.43518334,,Software Developer
Science,Healthcare,81.24346080339775,,77.09748270945411,Doctor
Science,Data,74.84103944394421,71.37299748267101,73.60676131718908,Data Scientist
Science,AI,67.04093367989294,72.21658465338423,,AI Researcher
Engineering,"Design,Finance",83.80679498102312,77.21691350886265,76.19285347539468,Software Developer
Arts,"Finance,Design",76.10288544892671,81.75866731183879,,Software Developer
Commerce,"Marketing,Law",86.45274906744679,83.81596524289192,,Software Developer
Science,Design,75.76820706545338,82.46547082,83.01125036137589,Software Developer
Arts,"AI,Design",81.26116995290869,,,Software Developer
Science,"Marketing,Law",92.30204478968493,,91.95927838243176,Software Developer
Engineering,Data,65.47156125,61.24595548488412,,Data Scientist
Engineering,"Marketing,Business",67.10484516322376,63.62840448409599,64.89724511095052,Software Developer
Commerce,Marketing,92.92872823,97.21868462661156,101.66873642128367,Software Developer
Engineering,Business,74.84064568483745,85.43835516888271,,Software Developer
Arts,"AI,Design",92.56878393078061,,,Software Developer
Science,"Finance,Law",82.02742786956405,85.20246267365106,75.27983543889471,Software Developer
Arts,AI,58.29945320647315,,70.46409777257594,Software Developer
Arts,Marketing,81.66703689464462,82.59974500505474,87.07856538,Content Strategist
Commerce,Marketing,90.75634821519394,89.59535223,83.70500708760113,Software Developer
Commerce,"Data,Marketing",75.32028565111894,,,Software Developer
Commerce,Law,59.29196094097743,59.99200972696979,,Software Developer
Commerce,"Healthcare,Coding",82.41654296533456,,80.66170701410383,Software Developer
Science,Design,95.70146332235309,,,Software Developer
Commerce,AI,75.46031915345677,73.49293336,83.76080461,Software Developer
Engineering,Design,88.70879094426955,,88.58685921,Software Developer
Engineering,"Finance,Finance",79.08024298718078,,,Software Developer
Arts,"Data,Law",74.69967999452922,80.52004961420228,,Software Developer
Science,"Marketing,Business",69.95301242824713,76.90368620688105,,Software Developer
Commerce,"Design,Marketing",62.456763775695066,68.59877072560258,,Software Developer
Arts,Business,65.66708317302887,61.68061469459804,70.49570042919122,Software Developer
Engineering,"Healthcare,Design",83.91870171,,,Software Developer
Arts,AI,80.76041254216253,75.08215519718696,77.34932866872414,Software Developer
Science,"Coding,Coding",72.30006902,,,Software Developer
Engineering,Finance,89.29954737624604,81.16421119529326,,Software Developer
Commerce,Marketing,56.92930296769928,63.161956785540255,52.69481543541302,Software Developer
Engineering,"Law,Healthcare",79.44529665045245,70.58794309974428,,Software Developer
Science,"Marketing,Coding",78.76643076942219,,,Software Developer
Arts,"Design,Design",98.44985215753573,,95.09683371212662,UI/UX Designer
Commerce,"AI,Healthcare",62.53878610525061,57.933618822405805,,Software Developer
Engineering,"Data,Data",65.19783736,,62.625246717919396,Data Scientist
Science,Business,68.91078455529188,63.52014673733521,,Software Developer
Arts,Business,94.34565198497123,91.37830933546554,,Software Developer
Engineering,"AI,AI",63.41836088685764,68.81994547,,ML Engineer
Arts,Finance,67.96656239143857,72.45615502,,Software Developer
Engineering,Finance,95.83091491921381,97.45060699352352,103.93549353071472,Software Developer
Science,"Marketing,Law",70.52016925367921,,,Software Developer
Engineering,Healthcare,84.25918796616004,75.54015446778989,,Software Developer
